,num,product_page,product_description
4172,4172,https://ap0cene.com/collections/emaine/products/brooklyn-mini,"

Each EMAINÉ piece is sustainably handmade in the UK.
Mid-rise mini skirt with elasticated waist.
This item is Handmade- to order expect additional processing time.
Color: Red
Material: Stretchy material
Fit: Model is wearing a size S
Dispatch Time: Allow 2-3 weeks for production before the order is shipped. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@emaineldn
"
4176,4176,https://ap0cene.com/collections/emaine/products/watermelon-slice-cardigan-1,"

Each EMAINÉ piece is sustainably handmade in the UK.
Olive green cardigan featuring faux fur cuffs, detachable faux fur collar, and button fastenings.
This item is Handmade- to order expect additional processing time.
Color: Olive green
Material: Dead stock polyester elastane fabric
Dispatch Time: Allow 3-4 weeks for production before the order is shipped.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@emaineldn
"
4185,4185,https://ap0cene.com/collections/emaine/products/watermelon-slice-skirt,"

Each Eme Liza piece is sustainably handmade in the UK.
Olive green skirt featuring faux fur trim
This item is Handmade- to order expect additional processing time.
Color: Olive green 
Material: Dead stock polyester elastane fabric
Size: UK6 & UK8
Dispatch Time: Allow 3-4 weeks for production before the order is shipped.
*Please send an email to contact@ap0cene.com with your preferred size.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@emaineldn
"
4189,4189,https://ap0cene.com/collections/emeerree/products/gabardine-corset-minidress,"
            This piece is handmade by our team in Spain. You can wear it as a dress, or as a long corset over or under pants or a skirt. The belt is not included. This item is made-to-order, expect additional processing time.Color:  Beige Material: Outer: Cotton 100%. Lining: Cotton 100%. Interlining: Poliester 50%, Viscosa 50% Details: Adjustable back laces. Dispatch Time: 2-3 weeks Care Instructions: Dry Clean Only.
View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
"
4205,4205,https://ap0cene.com/collections/emeerree/products/cotton-corset-top-with-long-sleeves,"
            This piece is handmade by our team in Spain. The sleeves are removable, so you can use them with or without the corset. This item is made-to-order, expect additional processing time.Color: Grey Material: Cotton, polyester, viscosa Details: Adjustable back laces. Dispatch Time: 1-2 weeks Care Instructions: Dry Clean Only.


View Size Chart 
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
"
4241,4241,https://ap0cene.com/collections/emeerree/products/rolled-waistband-camo-skirt,"
            Rolled Waistband Camo Skirt. This piece is handmade by our team in Spain. You can disassemble the pieces to make it a miniskirt. This item is made-to-order, expect additional processing time. Color:  Camouflage Material: Cotton  Details: The skirt has a low rise and oversized fit, the buttons are always open. Dispatch Time: 1-2 weeks Care Instructions: Machine Wash
View Size Chart

      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
"
4257,4257,https://ap0cene.com/collections/emeerree/products/rolled-waistband-denim-skirt,"
Rolled Waistband Denim Skirt. This piece is handmade by our team in Spain.
This item is made-to-order, expect additional processing time.Color:  Dark Denim Material: 100% Cotton Details: The skirt has a low rise fit, and the buttons are always open. Dispatch Time: 1-2 weeks Care Instructions: Machine Wash.


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
"
4273,4273,https://ap0cene.com/collections/emeerree/products/grey-cotton-thong,"
This piece is handmade by our team in Spain. The metallic detail can be washed in a washing machine.
This item is made-to-order, expect additional processing time.Color: Grey Material: 100% Cotton Details: Bulge Version Dispatch Time: 1- 2 weeks Care Instructions: Machine Wash.  


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
 
"
4282,4282,https://ap0cene.com/collections/emeerree/products/denim-corset-with-cutout,"
            You can combine this piece with the Denim Corset Bra. Julia fox approves of this piece. This item is made-to-order, expect additional processing time.Color:  Dark denim Material:  Cotton, polyester, viscosa Details: The corset has to measure less than your measurements so that it holds the chest well. Dispatch Time: 1-2 weeks Care Instructions: Dry Clean Only.
View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio
"
4298,4298,https://ap0cene.com/collections/emeerree/products/red-knotted-shirt,"
            This piece is handmade by our team in Spain. This item is made-to-order, expect additional processing time.Color: Red Material: 100% Cotton Details: Adjustable knots. Dispatch Time: 1-2 weeks Care Instructions: Machine Wash.
View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio

"
4314,4314,https://ap0cene.com/collections/emeerree/products/cargo-corset-with-cutout,"
Cotton Corset with Cutout and removable pockets. This piece is handmade in Spain by our team. You can wear it alone, or with undergarments to give it a cooler look with a layering effect. This item is made-to-order, expect additional processing time.Color:  Camouflage Material: Outer: Cotton 100% Lining: Cotton 100% Interlining: Poliester 50% . Viscosa 50% Details: Pockets can be removed. Dispatch Time: 1-2 weeks Care Instructions: Dry Clean Only



View Size Chart


 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @emeerree.studio




"
4501,4501,https://ap0cene.com/collections/ffluenzaa/products/recover-mask-1,"


Designed and handmade in-house in Los Angeles by FFLUENZAA.
""Bandage wrap"" mask with adjustable ties. Lined with a contoured filter pocket. PM 2.5 filter included.
 
This item is handmade-to order, expect additional processing time. 
Color: WhiteMaterial: Cotton, LinenDetails: One size.Dispatch Time: Allow 1-2 weeks for production time before the order is shipped.
 
Care Instructions: Machine wash cold, lay flat to dry.
 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
 
@ffluenzaa

"
4521,4521,https://ap0cene.com/collections/ffluenzaa/products/niosh-mask,"


Designed and handmade in-house in Los Angeles by FFLUENZAA.

 This item is handmade-to order, expect additional processing time. 
Color: BlackMaterial: Polyester, SpandexDetails: Asymmetrical fitted mask with mesh eyehole. Velcro closure.Dispatch Time: Allow 1-2 weeks for production time before the order is shipped.
 Care Instructions: Machine wash cold, lay flat to dry.
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. 
@ffluenzaa









"
4557,4557,https://ap0cene.com/collections/ffluenzaa/products/mantis-mask,"










Designed and handmade in-house in Los Angeles by FFLUENZAA.




 
Layered face mask with detachable chin guard.

This item is handmade-to order, expect additional processing time. 
Color: Grey, BlackMaterial: Nylon, Spandex, Eclon, LycraDetails: Includes three strap velcro closures, snap fasten detail at the nose bridge, & back tie.

Dispatch Time: Allow 1-2 weeks for production time before the order is shipped.
 
Care Instructions: Machine wash cold, lay flat to dry.
 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
 
@ffluenzaa





"
4582,4582,https://ap0cene.com/collections/ffluenzaa/products/hood-ty-mask,"






Designed and handmade in-house in Los Angeles by FFLUENZAA.




Hooded mask with built-in tie and interchangeable drawstring detail.
 
This item is handmade-to order, expect additional processing time. 
Color: Grey, BlackMaterial: Cotton, LinenDetails: One size. Includes inside pocket for face mask filter. 

Dispatch Time: Allow 1-2 weeks for production time before the order is shipped.
 
Care Instructions: Machine wash cold, lay flat to dry.
 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
 
@ffluenzaa
 





"
4607,4607,https://ap0cene.com/collections/ffluenzaa/products/disk-mask,"










Designed and handmade in-house in Los Angeles by FFLUENZAA.




 
Four-tailed bandage neoprene mask with nose strap. Velcro closure. Lined with filter pocket. PM 2.5 filter included. 
 
This item is handmade-to order, expect additional processing time. 
Color: Black, GreyMaterial: Polyester, Spandex, PolychloropreneDispatch Time: Allow 1-2 weeks for production time before the order is shipped.
 
Care Instructions: Machine wash cold, lay flat to dry.
 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
 
@ffluenzaa






"
4616,4616,https://ap0cene.com/collections/grax-knits/products/graxknits-top-02,"





 Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.




 
This item is handmade-to order, expect additional processing time. 
Color: Purple, GreenMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4632,4632,https://ap0cene.com/collections/grax-knits/products/graxknits-top-04,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Green, Pink, BrownMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4641,4641,https://ap0cene.com/collections/grax-knits/products/graxknits-top-03,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Lavender, GreenMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4666,4666,https://ap0cene.com/collections/grax-knits/products/graxknits-top-06,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Orange, GreenMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4702,4702,https://ap0cene.com/collections/grax-knits/products/graxknits-top-01,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Burgundy, OrangeMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4727,4727,https://ap0cene.com/collections/grax-knits/products/graxknits-shoulder-bag,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: PinkMaterial: Organic Cotton, glass beads Details: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4752,4752,https://ap0cene.com/collections/grax-knits/products/lilac-ocher-sweater,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Lilac, OrangeMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4761,4761,https://ap0cene.com/collections/grax-knits/products/purple-green-sweater,"




Handmade by independent artist Aurélie Sutter, each Graxknits piece is sustainably handmade and 1/1.



 
This item is handmade-to order, expect additional processing time. 
Color: Purple, GreenMaterial: Organic CottonDetails: Made with household knitting machines. Variations may occur due to the artisanal techniques used for the production of each garment.
Dispatch Time: Allow 3 weeks for production time before the order is shipped.
Care Instructions: Hand-wash only. Lay flat to dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@graxknits
 
"
4786,4786,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-patchwork-hoodie,"
            The Patchwork Hoodie is sustainably handmade from up-cycled vintage and dead stock cotton hoodies. All over print screen printed locally in Brooklyn NYC. 100% up-cycled cotton. Model is wearing a size 2XL. This item is handmade Color:  BLACK/GREEN/BROWN Material: 100% Cotton Details: Front Drawstrings and Pocket Dispatch Time: 2 weeks Care Instructions: Machine Washable Size: Waist: 25 Flat Length: 26 Shoulder: 26 Chest: 25 Flat Model is 5'7 and wears a size 2XL


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @helenaeisenhart
"
4802,4802,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-leather-d-ring-mini-skirt,"
            100% up-cycled soft leather low rise mini skirt fashioned with leather straps, rivets and d-rings. Button front and zipper fly opening with both front and back pockets. Model is wearing a size 32. Sustainably handmade in NYC. This item is handmade Color: Black Material: 100% Leather Details: 2 Front Pockets and 2 Back Pockets, 7 Belt Loops. Dispatch Time: 2 -3 business daysCare Instructions: Spot Clean or Bring to Specialist Size: Waist: 32 Length: 11.5 Model is 5'7' and wears a size 32"" for a low rise fit


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @helenaeisenhart
"
4818,4818,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-puff-pant,"
These 100% up-cycled, low rise, gathered denim and cotton shirting pants are made with a denim jean style at the top and panels of elastic gathered DIY dyed cotton shirting for the pant legs. Two roomy front pockets and large belt loops are included. The model is 5'7"" and wearing a size 32. Made to order in NYC. Each garment is hand made and may slightly differ in color or pattern placement from the photograph. We up-cycle dead stock fabrics and second hand clothes. This item is handmade Color:  Black/Grey Material: 100% Cotton Details: Fly Front Zipper and Jeans Button, Two Front Pockets, Two Back Pockets Dispatch Time: 2-3 business days
Care Instructions: Dry Clean or Gentle Machine Wash Size: Waist: 40 Length:40 Inseam: 27.5 Model is 5'7' and wears a size 32"" for a low rise fit


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @helenaeisenhart
 
"
4834,4834,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-puff-jacket,"
            The Puff Jacket is 100% up-cycled from lightweight waterproof nylon fabrics. This unisex jacket has two inner side pockets at the hip, a metal zipper front closure and adjustable cuff with a strap and a buckle. a zipper front closure and adjustable cuff with a strap and buckle. Model is wearing size medium, garment sizing runs small. The jacket is sustainably handmade in NYC. Each garment is hand made and may slightly differ in color or pattern placement from the photograph. We up-cycle dead stock fabrics and second hand clothes. This item is handmade.Color: Black Material: 100% Nylon Shell 100% Nylon Lining Details: Two Front Pockets, Front Zipper,  and Adjustable Buckle Cuffs Dispatch Time: 2 - 3 business daysCare Instructions: Dry Clean or Hand Wash Only Size: Waist: 24 Length: 33 Shoulder: 28 Chest: 25 Model is 5'7' and wears a size small


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @helenaeisenhart
"
4859,4859,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-leather-heart-chaps,"
            These 100% up-cycled, low rise leather patchwork chaps have an adjustable fit. The back has a heart shape cut-out with a snap closure. The side seams have full length zippers with leather tassels on the zipper pulls at each end. Model has a size 30 waist and is wearing a size small for a low-rise fit (adjustable belt from 32""-34""). Sustainably handmade in NYC. Each garment is hand made and may slightly differ in color or pattern placement from the photograph. We up-cycle deadstock fabrics and second hand clothes. This item is handmadeThis item is made-to-order, expect additional processing time Color:  Black/Red Material: 100% Leather Details: Side Seam Zippers, Adjustable Front Buckle Belt, Snaps at Center Back. Dispatch Time: 2-3 business days Care Instructions: Spot Clean or Bring to Specialist Size: Waist: 32-34 Length: 42.5 Inseam: 32 Model is 5'7' and wears a size small for a low-rise fit


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @helenaeisenhart
"
4895,4895,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-denim-d-ring-mini-skirt,"
            100% up-cycled, low-rise denim mini skirt fashioned with denim straps, rivets and d-rings. This one-of-a kind piece has a button front and zipper fly opening with both front and back pockets. Sustainably handmade from up cycled vintage Levi's and Wrangler denim & lined with deadstock Helmut Lang shirting fabric. This item is handmade Color: Blue Material: 100% Cotton Details: 2 Front Pockets and 2 Back Pockets, 7 Belt Loops. Dispatch Time: 2 -3 business days Care Instructions: Dry Clean or Hand Wash Only Size: Waist: 32 Length: 11.5 Model is 5'7' and wears a size 32"" for a low rise fit.


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @helenaeisenhart
"
4920,4920,https://ap0cene.com/collections/helena-eisenhart-new-york/products/the-puff-shirt,"
            A 100% up-cycled crinkle organza button up long sleeve shirt with vintage buttons. This sheer shirt with elasticized gathering makes a great layering piece. Model is wearing a size medium. Sustainably handmade in NYC. This item is handmade Color:  Black/Brown Material: 100% Polyester Details: Front Button Closure and Loose Fit Dispatch Time: 2-3 business daysCare Instructions: Dry Clean or Hand Wash Only Size: Waist: 20 Flat Length: 30 Shoulder: 21 Chest: 24 Flat Model is 5'7' and wears a size medium


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @helenaeisenhart
"
4945,4945,https://ap0cene.com/collections/helena-stolting/products/hair-mesh-knot-shirt,"

Screen printed mesh fabric top handmade in Berlin, Germany by Slime Girl. Due to the items uniqueness, color variations may occur.
This item is handmade.
Color: Lime and Pink Material: 92% nylon, 8% elasthane Details: Semitransparent
Size: Medium
Model is 5'8 and wears a size SDispatch Time: 2-3 daysCare Instructions: Hand wash with lukewarm water and mild soap or mild detergent; lay flat to dry. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@aneleh.gn
"
4970,4970,https://ap0cene.com/collections/helena-stolting/products/hair-mesh-tank-in-pink,"

Screen printed mesh fabric top handmade in Berlin, Germany by Slime Girl. Due to the items uniqueness, color variations may occur.
This item is handmade.
Color: Pink
Material: 92% nylon, 8% elasthane Details: One size with adjustable back laces.
Size: Medium
Model is 5'8 and wears size S.Dispatch Time: 2-3 business daysCare Instructions: Hand wash with lukewarm water and mild soap or mild detergent. Lay flat to dry. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@aneleh.gn
"
4979,4979,https://ap0cene.com/collections/helena-stolting/products/hair-mesh-tank-in-lime,"

Screen printed mesh fabric top handmade in Berlin, Germany by Slime Girl. Due to the items uniqueness, color variations may occur.
This item is handmade.
Color: LimeMaterial: 92% nylon, 8% elasthane Details: Semitransparent
Size: Model is 5'8 and wears a size S
Dispatch Time: 2-3 business days Care Instructions: Hand wash with lukewarm water and mild soap or mild detergent; lay flat to dry. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@aneleh.gn
"
4988,4988,https://ap0cene.com/collections/helena-stolting/products/tooth-hoops,"
The Tooth Hoops are made using 925 Silver hoops and prosthetic teeth.
All jewelry is handmade in Berlin, Germany by Slime Girl. Due to the uniqueness of the item, color variations may occur. This item is handmade.Color: Silver Material: 925 Silver hoops, metal ring wire, and prosthetic teeth. Dispatch Time: 2-3 days after order is placed.
Care Instructions: Please handle with care. Store in dustbag.
Dimensions: 3.7 cm diameter


 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn
 
"
4989,4989,https://ap0cene.com/collections/helena-stolting/products/slime-wedges-dusty-green,"
The Dusty Green Slime Wedges are handmade from artisanal wooden soles, in Berlin, Germany.
Due to the uniqueness of the item, color variations may occur. 
This item is handmade.Color: Green
Material: PU foam, leather straps, and wooden soles.
Dispatch Time: Within 1-2 business days. Care Instructions: Please handle with care, hiking not recommended. Store in dust bag. 
Size: US 7.5 = EU 39/ UK 5.5
US 8 = EU 40/ UK 6
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5025,5025,https://ap0cene.com/collections/helena-stolting/products/slime-sandals-murky-purple,"
The Murky Purple Slime Sandals are made from deconstructed, second-hand shoes.
Each pair is handmade in Berlin, Germany by Slime Girl. Due to the uniqueness of the item, color variations may occur. 
This item is handmade.Color: Murky Purple Material: PU foam, leather straps, and recycled shoes.Details: Platform shoes with a chunky heel.
Size: US 5.5 = EU 36/ UK 3.5
US 7 = EU 38/ UK 5
Dispatch Time: Within 1-2 business days.Care Instructions: Please handle with care, hiking not recommended. Store in dust bag. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5061,5061,https://ap0cene.com/collections/helena-stolting/products/pink-drip-top,"
The Drip Top is created using draped mesh fabric and slime embellishments. Each piece is handmade in Berlin, Germany by Slime Girl.
Expect slight variances between pieces, due to the unique processes used.
This item is handmade.
Color: Pink with blue slime.Material: 92% Nylon, 8% Elasthane, and Silicone.Details: One size with adjustable back laces.Dispatch Time: 2-3 days after order is placed.Care Instructions: Keep items away from dust or sand which may dampen the shininess of your Drip Top. Hand wash with lukewarm water and mild soap or mild detergent if needed. Handle with care. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5086,5086,https://ap0cene.com/collections/helena-stolting/products/baby-slime-top,"
The Baby Slime Top is made from draped and embroidered mesh fabric. Each piece is handmade in Berlin, Germany by Slime Girl.
Expect slight variances between pieces, due to the unique processes used. 
This item is handmade.Color: Aqua Blue.Material: 92% Nylon, 8% Elasthane, and Silicone Details: Adjustable back lacing, semi-transparent, one size. Dispatch Time: 2-3 days after order is placed.Care Instructions: Hand wash with lukewarm water, mild soap, or mild detergent. Lay flat to dry. Handle with care.  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5122,5122,https://ap0cene.com/collections/helena-stolting/products/drip-top,"
Chemical couture. The Black Drip Top is made from draped mesh fabric and slime embellishment. Each piece is handmade in Berlin, Germany by Slime Girl.
Expect slight variances between pieces, due to the unique processes used.
This item is handmade.
Color:  Black with slime greenMaterial: 92% Nylon, 8% Elasthane, and Silicone.Details: One size with adjustable back laces.Dispatch Time: 2-3 days after order is placed.Care Instructions: Keep items away from dust or sand which may dampen the shininess of your Drip Top. Hand wash with lukewarm water and mild soap or mild detergent if needed. Please handle with care. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5147,5147,https://ap0cene.com/collections/helena-stolting/products/yellow-drip-top,"
The Yellow Drip Top is made from draped mesh fabric and slime embellishment. Each piece is handmade in Berlin, Germany by Slime Girl.
Expect slight variances between pieces, due to the unique processes used.
This item is handmade.
Color: Yellow with blue slimeMaterial: 92% Nylon, 8% Elasthane, and Silicone.Details: One size with adjustable back laces.Dispatch Time: 2-3 days after order is placed.Care Instructions: Keep items away from dust or sand which may dampen the shininess of your Drip Top. Hand wash with lukewarm water and mild soap or mild detergent if needed. Please handle with care. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5156,5156,https://ap0cene.com/collections/helena-stolting/products/mini-tooth-hoops,"
The Tooth Hoops are made from 925 Silver hoops and prosthetic teeth.
All jewelry is handmade in Berlin, Germany by Slime Girl. Due to the uniqueness of the item, color variations may occur.  This item is handmade.Color: Silver Material: 925 sliver hoops, metal ringwire, and prosthetic teeth. Dispatch Time: 2-3 days after order is placed.Care Instructions: Please handle with care. Store in dustbag.Dimensions: Diameter 1.5 cm
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5157,5157,https://ap0cene.com/collections/helena-stolting/products/slime-heels-black-oil,"
The Black Oil Slime Heels are made from deconstructed, second-hand leather shoes. Each pair is handmade in Berlin, Germany by Slime Girl. Due to the uniqueness of the items, color variations may occur. 
This item is handmade.Color: BlackMaterial: PU foam, Leather straps, Recycled leather shoes. Details: Pointy shape, high heel. 
Size: US 7 = EU 38 / UK 5 Dispatch Time: 2-3 business days Care Instructions: Please handle with care, hiking is not recommended. Store in dustbag. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5173,5173,https://ap0cene.com/collections/helena-stolting/products/pink-slime-top-1,"
A little top for when you’re feeling a little gross. The Baby Slime Top is made from draped and embroidered mesh fabric. Each piece is handmade in Berlin, Germany by Slime Girl.
Expect slight variances between pieces, due to the unique processes used. This item is handmade.Color: Baby PinkMaterial: 92% Nylon, 8% Elasthane, and Silicone Details: Adjustable back lacing, semi-transparent, one size. Dispatch Time: 2-3 days after order is placed.Care Instructions: Handwash with lukewarm water, mild soap, or mild detergent. Lay flat to dry. Please handle with care.  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @aneleh.gn

"
5222,5222,https://ap0cene.com/collections/hyper-objects/products/ho_11,"
Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy RegionThis item is handmade.Material: 925 SilverDetails: The structure is rigid and solid, a change of size must be done by a Professional Jeweler
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: 
Length: 1.2""
Width: .6""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
5247,5247,https://ap0cene.com/collections/hyper-objects/products/ho_7-l,"

Computationally Grown ObjectConceived in the ChthuluceneFinished by Italian Artisans in the Lombardy Region
This earring is sold as a single piece, not a pair
This item is handmade.Material: 925 SilverDetails: One Size
Dispatch Time: 2-3 business daysCare Instructions: It is better to wash your silver by hand in hot, sudsy water as soon as possible after use. Rinse well in clear hot water and hand-dry immediately and thoroughly. For silver that is tarnished, clean with a good quality silver polish and avoid ""dip"" polishes.
Size: One Size
Length: 1""
Width: 0.2""

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@hyperobjects__
"
